user_id,article_id_BWS,TOP-K_BWS
kropshofer-FALTER_20220309_E639164461,FALTER_20220727_D0C3E17939,12
kropshofer-FALTER_20220309_E639164461,FALTER_20220803_8ACD9FFD49,13
kropshofer-FALTER_20220309_E639164461,FALTER_20220406_CFF3E4B722,14
kropshofer-FALTER_20220309_E639164461,FALTER_20220518_B804602C3C,15
kropshofer-FALTER_20220323_C821350438,FALTER_20220706_8CD3003E2A,1
kropshofer-FALTER_20220323_C821350438,FALTER_20220525_3172E332C8,2
kropshofer-FALTER_20220323_C821350438,FALTER_20220330_A446D3E324,3
kropshofer-FALTER_20220323_C821350438,FALTER_20220525_ADB5F6032E,4
kropshofer-FALTER_20220323_C821350438,FALTER_20220302_255A327650,5
kropshofer-FALTER_20220323_C821350438,FALTER_20220803_8ACD9FFD49,6
kropshofer-FALTER_20220323_C821350438,FALTER_20220427_F66EC58DD7,7
kropshofer-FALTER_20220323_C821350438,FALTER_20211222_2B06E12923,8
kropshofer-FALTER_20220323_C821350438,FALTER_20220824_695FABC825,9
kropshofer-FALTER_20220323_C821350438,FALTER_20220330_3606FF8067,10
kropshofer-FALTER_20220323_C821350438,FALTER_20220817_845203A9A2,11
kropshofer-FALTER_20220323_C821350438,FALTER_20220615_6E855F4531,12
kropshofer-FALTER_20220323_C821350438,FALTER_20220427_BA6344656D,13
kropshofer-FALTER_20220323_C821350438,FALTER_20220831_251E39B516,14
kropshofer-FALTER_20220323_C821350438,FALTER_20220323_5D1785D296,15
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220309_E0E0B5AA9A,1
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220518_B804602C3C,2
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220504_88561D5AE3,3
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220323_B272A60E63,4
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220629_2D1EF3F677,5
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220831_996BEDEA5E,6
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220608_793A4CE426,7
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220302_19351A344E,8
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220323_A229E0EDC3,9
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220302_672863FB5A,10
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220216_154FB2A50F,11
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220309_42A389810E,12
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220330_A446D3E324,13
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220727_ABE58D8343,14
kropshofer-FALTER_20220323_F988D25D43,FALTER_20220928_B1D3800E23,15
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220330_4AAEF01B93,1
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220525_52B6E1A964,2
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220330_70589463B4,3
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220309_E0E0B5AA9A,4
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220330_D289B7FC25,5
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220316_D60200B0E2,6
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220330_FCEDC85760,7
kropshofer-FALTER_20220330_FA4879964C,FALTER_20221005_CAE3B6980C,8
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220302_19351A344E,9
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220216_154FB2A50F,10
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220518_B804602C3C,11
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220216_0CFAC71764,12
kropshofer-FALTER_20220330_FA4879964C,FALTER_20221109_F45292DD67,13
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220803_F2C9E4BA31,14
kropshofer-FALTER_20220330_FA4879964C,FALTER_20220323_9D2681AD74,15
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220413_40F8789AE5,1
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220817_512C1255EC,2
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220831_FF44114BB6,3
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220907_E1CBB33DF0,4
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220209_A2A33B7FC0,5
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220309_E0E0B5AA9A,6
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220316_E42C899665,7
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220713_587ED9A096,8
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220406_7C4E975FD1,9
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220302_E77A8F4F19,10
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220223_CDDF5A96F6,11
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20211222_BA9781D05E,12
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20220907_EAC44E3722,13
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20211222_E7A625F5A8,14
kropshofer-FALTER_20220406_0303B99ECF,FALTER_20211222_40076C3AB9,15
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220601_76EEAF9C3A,1
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220209_A2A33B7FC0,2
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220420_E2855BC9AE,3
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220126_5FA47BB63A,4
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220427_B1DE446313,5
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220713_932271D866,6
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220406_7C4E975FD1,7
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20221130_3A3FC3C318,8
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220928_2319A44747,9
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20221207_71DD597266,10
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20221123_3DCE24364C,11
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20221019_C7B0CE1462,12
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220622_3C4302B106,13
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220413_EDC7023A23,14
kropshofer-FALTER_20220413_40F8789AE5,FALTER_20220518_B804602C3C,15
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220601_40BFC237A6,1
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20221130_040A811F32,2
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220713_932271D866,3
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20221123_3DCE24364C,4
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220126_5FA47BB63A,5
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220601_7BC3AE4477,6
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220406_7C4E975FD1,7
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220629_37B532B565,8
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220629_B126BBF5D7,9
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220615_FAF392ED7C,10
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220302_19351A344E,11
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220921_9BA7D24C9B,12
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220518_B804602C3C,13
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20220810_D7C27825B5,14
kropshofer-FALTER_20220420_E2855BC9AE,FALTER_20211222_40076C3AB9,15
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220824_695FABC825,1
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20221102_29D4E84CA8,2
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220216_068423526C,3
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220511_749613F802,4
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220727_8D8EBD0DAD,5
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220831_FF44114BB6,6
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20221109_F42B34F457,7
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220209_A2A33B7FC0,8
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220126_7B2AC42DD5,9
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20221019_3767944806,10
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20221123_E37E30AD68,11
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20221116_BE96E2B85C,12
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220914_5D43F08AA5,13
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220406_B70E178D0A,14
kropshofer-FALTER_20220427_CA62E6780F,FALTER_20220928_2319A44747,15
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220727_8D8EBD0DAD,1
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220309_C722FFEC5C,2
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221123_7534B3DEA3,3
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20211222_2B06E12923,4
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220302_255A327650,5
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220119_3950CABE72,6
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220713_211D121941,7
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220608_EB939901FB,8
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20220323_C821350438,9
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221102_D4FD5EB4A6,10
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221123_FB5278B53E,11
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221026_23CFE85FCE,12
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221019_2725EE6381,13
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221005_058AB4AA16,14
kropshofer-FALTER_20220504_CC6ADBBF0D,FALTER_20221102_B27B31B320,15
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220525_ADB5F6032E,1
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220126_7B2AC42DD5,2
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220817_2021D97F23,3
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220629_2EBEF4C6E2,4
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220727_8D8EBD0DAD,5
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20221012_3843457417,6
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220706_8CD3003E2A,7
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220824_695FABC825,8
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20221109_F42B34F457,9
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220817_845203A9A2,10
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220518_223BBE077A,11
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220601_DE1BD7F95E,12
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220928_2319A44747,13
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20221026_01ACB03567,14
kropshofer-FALTER_20220511_EA5D2766E3,FALTER_20220518_B804602C3C,15
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220504_1D4E1E874B,1
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220309_E639164461,2
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220302_255A327650,3
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220727_8D8EBD0DAD,4
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20221019_C7B0CE1462,5
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220622_3C4302B106,6
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220817_512C1255EC,7
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220413_40F8789AE5,8
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220907_E1CBB33DF0,9
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20221005_2EBB429619,10
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220209_A2A33B7FC0,11
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220518_0208107410,12
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20221102_D4FD5EB4A6,13
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20221019_2725EE6381,14
kropshofer-FALTER_20220518_4F8E6FBEC6,FALTER_20220518_B804602C3C,15
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220518_D9551C3082,1
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220323_A229E0EDC3,2
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220406_C308FD970B,3
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220921_22135BD9FB,4
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220216_0CFAC71764,5
kropshofer-FALTER_20220518_B804602C3C,FALTER_20221109_F45292DD67,6
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220803_F2C9E4BA31,7
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220309_C7D1CAC2CC,8
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220316_F51D71B7D9,9
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220928_E5DF2B1850,10
kropshofer-FALTER_20220518_B804602C3C,FALTER_20221102_92EEC85C8A,11
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220302_19351A344E,12
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220420_C63F753BEC,13
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220309_54EDF6DE99,14
kropshofer-FALTER_20220518_B804602C3C,FALTER_20220928_C7F1FD40C8,15
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220427_F66EC58DD7,1
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20211222_2B06E12923,2
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220928_B1D3800E23,3
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220608_EB939901FB,4
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220126_7B2AC42DD5,5
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220216_068423526C,6
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220406_0B77A65566,7
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220622_BE171859B4,8
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220921_FEDE27929A,9
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220202_16699E02E8,10
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20211222_40076C3AB9,11
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220831_94A149ABB7,12
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220615_0680834F09,13
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220525_8A632690C8,14
kropshofer-FALTER_20220525_ADB5F6032E,FALTER_20220601_3B54093F76,15
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220316_E42C899665,1
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220914_05E417EAD8,2
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220727_8D8EBD0DAD,3
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220309_E639164461,4
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220323_B272A60E63,5
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220622_3C4302B106,6
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220209_A2A33B7FC0,7
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220316_C33003D020,8
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220713_211D121941,9
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220420_68198C494F,10
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220907_E1CBB33DF0,11
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220112_8251F74DB5,12
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220713_932271D866,13
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20220518_B804602C3C,14
kropshofer-FALTER_20220525_CAF8E601B3,FALTER_20211222_40076C3AB9,15
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220504_1D4E1E874B,1
kropshofer-FALTER_20220608_EB939901FB,FALTER_20221109_BD80F5AFA7,2
kropshofer-FALTER_20220608_EB939901FB,FALTER_20221123_FB5278B53E,3
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220928_B1D3800E23,4
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220112_E00A9069A5,5
kropshofer-FALTER_20220608_EB939901FB,FALTER_20221005_8731284309,6
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220119_3950CABE72,7
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220427_B1DE446313,8
kropshofer-FALTER_20220608_EB939901FB,FALTER_20211215_AF0C90B712,9
kropshofer-FALTER_20220608_EB939901FB,FALTER_20221019_C7B0CE1462,10
kropshofer-FALTER_20220608_EB939901FB,FALTER_20221109_785B539D38,11
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220907_E1CBB33DF0,12
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220518_B804602C3C,13
kropshofer-FALTER_20220608_EB939901FB,FALTER_20220216_6AA6C74CE3,14
kropshofer-FALTER_20220608_EB939901FB,FALTER_20211222_40076C3AB9,15
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20221116_4B7FC2DBDD,1
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220119_88BF0DA0BF,2
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20211222_62A097197C,3
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220216_7565FEF4B8,4
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220316_2C171D199C,5
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220413_3CDF83A3F8,6
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220622_C498E573D8,7
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220928_2319A44747,8
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220706_ECEF13684E,9
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20211215_342F355253,10
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220914_B55E65AFE0,11
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20211222_BA9781D05E,12
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220907_E1CBB33DF0,13
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20211222_40076C3AB9,14
matzinger-FALTER_20220202_3C9D68E74F,FALTER_20220406_B0F9C3BD78,15
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220406_EA00DAEC2E,1
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220518_4460B08F42,2
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220223_269DAE0D66,3
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220309_A08F92CAF9,4
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220921_B6B7C27F2B,5
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220216_1011C22CF7,6
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220511_71668B1344,7
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220202_CC707934FF,8
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220817_7B280AF17A,9
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220518_4940544DDD,10
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20221026_792F2C3031,11
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220209_16A18EC699,12
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220223_CDDF5A96F6,13
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20211222_40076C3AB9,14
matzinger-FALTER_20220209_5CA8DCBD6D,FALTER_20220302_5B02AED7A2,15
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220427_B1DE446313,1
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220803_F6FBD645BC,2
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220209_1C0C95BDCB,3
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220209_D48F09F14F,4
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20221005_F1FBF97BE4,5
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220518_48A2BFD79B,6
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20211215_118C24829E,7
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220622_3C4302B106,8
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220713_932271D866,9
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220216_1626608CBE,10
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220413_EDC7023A23,11
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220713_1D271A2558,12
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220817_AB1DD0E2EB,13
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20221012_A5D3BC4BA9,14
matzinger-FALTER_20220216_6AA6C74CE3,FALTER_20220323_C821350438,15
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220518_4460B08F42,1
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220209_5CA8DCBD6D,2
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220216_1011C22CF7,3
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220406_EA00DAEC2E,4
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220525_04F1FE7FB2,5
matzinger-FALTER_20220223_269DAE0D66,FALTER_20221026_18EA474D13,6
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220525_276AE25D1D,7
matzinger-FALTER_20220223_269DAE0D66,FALTER_20221116_A42AA55DC7,8
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220511_71668B1344,9
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220921_B6B7C27F2B,10
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220202_CC707934FF,11
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220309_A08F92CAF9,12
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220824_56AF6D9EAD,13
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220518_4940544DDD,14
matzinger-FALTER_20220223_269DAE0D66,FALTER_20220209_16A18EC699,15
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20211222_E7A625F5A8,1
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220223_9096D06F90,2
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220302_9864CDB9D0,3
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220216_6AA6C74CE3,4
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220223_F82A34E466,5
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220223_CDDF5A96F6,6
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20211222_04EB44E2A2,7
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220112_8EAECAFBBC,8
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220330_73CAF44312,9
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20211222_FD8F17EAB4,10
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220720_D1344797F8,11
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220629_3529909DD4,12
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20211215_4EF6167A2A,13
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20211222_40076C3AB9,14
matzinger-FALTER_20220302_2D08D51E0C,FALTER_20220928_1A92012FF7,15
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220518_D9551C3082,1
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220406_CFF3E4B722,2
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220727_ABE58D8343,3
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20221116_2DE8CACFA8,4
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220928_C7F1FD40C8,5
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220302_19351A344E,6
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220309_54EDF6DE99,7
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220518_B804602C3C,8
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20221102_92EEC85C8A,9
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220302_672863FB5A,10
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220824_55B72E76F9,11
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20220126_5FA47BB63A,12
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20221102_D4FD5EB4A6,13
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20221116_75E1D903DF,14
matzinger-FALTER_20220309_E0E0B5AA9A,FALTER_20221116_0EFF68E611,15
matzinger-FALTER_20220323_71021BE719,FALTER_20221026_18EA474D13,1
matzinger-FALTER_20220323_71021BE719,FALTER_20220608_F70F9ED753,2
matzinger-FALTER_20220323_71021BE719,FALTER_20221207_C46C907D2D,3
matzinger-FALTER_20220323_71021BE719,FALTER_20221109_F5E4953E67,4
matzinger-FALTER_20220323_71021BE719,FALTER_20221005_77EFA42061,5
matzinger-FALTER_20220323_71021BE719,FALTER_20220525_276AE25D1D,6
matzinger-FALTER_20220323_71021BE719,FALTER_20221130_040A811F32,7
matzinger-FALTER_20220323_71021BE719,FALTER_20220223_269DAE0D66,8
matzinger-FALTER_20220323_71021BE719,FALTER_20220209_5CA8DCBD6D,9
matzinger-FALTER_20220323_71021BE719,FALTER_20220803_6CB53C4244,10
matzinger-FALTER_20220323_71021BE719,FALTER_20220601_40BFC237A6,11
matzinger-FALTER_20220323_71021BE719,FALTER_20211222_40076C3AB9,12
matzinger-FALTER_20220323_71021BE719,FALTER_20220119_5B01A8DA71,13
matzinger-FALTER_20220323_71021BE719,FALTER_20220316_053C18E18C,14
matzinger-FALTER_20220323_71021BE719,FALTER_20220316_1D748E9100,15
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220406_CFF3E4B722,1
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220406_38961C830C,2
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220309_C7D1CAC2CC,3
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220420_03E73B0284,4
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220302_19351A344E,5
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220330_12EF29740D,6
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220413_EDC7023A23,7
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220518_B804602C3C,8
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220413_272C337CE3,9
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220216_154FB2A50F,10
matzinger-FALTER_20220323_9D2681AD74,FALTER_20221102_92EEC85C8A,11
matzinger-FALTER_20220323_9D2681AD74,FALTER_20221012_D6A09D0DB1,12
matzinger-FALTER_20220323_9D2681AD74,FALTER_20220309_54EDF6DE99,13
